HS_ID,Opp ID,"Event/
Non-Event",Builder,"Project 
Name",City,Package_ID,"Product_Sub_
category",Quantity,Sales,"APM 
Name",Expected TAT,HS _Product,Status,Latest_Date,TL Name,TL Rating,Projected Hour,Working Hour,Remaining Hour,Project Work Priority Status,Partial Delivery Status,Project FeedBack,Beyond TAT comments,Apprvoal ,Link 1,No
A353,https://lookup.housing.com/opportunity/2465566,,VNS Associates,VNS Associates - The Nest,Vadodara,1122831,,1,Manindra Kumar,Anil,,Real_Apartment_Digitour,Final Delivery,18-Jun-2024,Outsource ,3,2:30:00,2:30:00,0:00:00,,,,,"Deemed Deal, Trishanku Approval received",,353
A374,https://lookup.housing.com/opportunity/4069952,,Vikas Heights 2nd,Vikas Heights 2nd,Jaipur,1654914,,1,Mohd Wasim Aktar Shekh,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,19-Jun-2024,Parth Kaushik,3,16:40:00,17:00:00,-0:20:00,,,,,,,374
A383,https://lookup.housing.com/opportunity/3612614,HNH'24,Pacifica Builders Pvt Ltd,Pacifica Builders Pvt Ltd,Ahmedabad,1531561,,1,Deep Vishambhar Hukumatani,Anil,,Real_Apartment_Digitour,Final Delivery,18-Jun-2024,Outsource ,3,1:00:00,1:00:00,0:00:00,,,,,,,383
A384,https://lookup.housing.com/opportunity/3612615,HNH'24,Pacifica Builders Pvt Ltd,Pacifica Builders Pvt Ltd,Ahmedabad,1531568,,1,Parthgiri Jayeshgiri Goswami,Anil,,Real_Apartment_Digitour,Final Delivery,18-Jun-2024,Outsource ,3,1:00:00,1:00:00,0:00:00,,,,,,,384
A385,https://lookup.housing.com/opportunity/3580874,HNH'24,Sreevatsa Real Estates Pvt Ltd,Sreevatsa Real Estates Pvt Ltd,Coimbatore,1521997,,1,Vinothkumar Thiyagarajan,Jagadish,,Real_Villa_Digitour,Final Delivery,17-Jun-2024,Outsource ,,0:00:00,0:00:00,0:00:00,,,,,,"Approval recived from RBH - for 90days crossed
Approval recived from BH - For product swapping ",385
A79,https://lookup.housing.com/opportunity/2843300,,R&J Enterprises,R&J Enterprises Q2-3mins,Mumbai,,Dependent Product,1,Shardul Deepak Sawant,Anil,,Walkthrough,Final Delivery,30-Jun-2024,Vivek Kumar,1,417:45:00,425:08:00,-7:23:00,,,Taken time in Nth developements and there are error in the shared file for rendeing .jpe and visible to camera option. (03rd May 2024,,,,79
A109,https://lookup.housing.com/opportunity/2966825,,Mahima Group,Mahima Group,Jaipur,1334655,Dependent Product,4,Mohd Wasim Aktar Shekh,Jagadish,,RenderViews_StillImages,Final Delivery,27-Jun-2024,Vivek Kumar,3,24:00:00,24:00:00,0:00:00,,,,,,,109
A259,https://lookup.housing.com/opportunity/3688439,HNH'24,Agrawal Builders And Colonizers Co,Agrawal Builders And Colonizers Co,Bhopal,1550992,,3,Kamlesh Kumar Malviya,Anil,,Virtual_Apartment_Digitour,Final Delivery,11-Jul-2024,Outsource ,3,0:00:00,0:00:00,0:00:00,,,,,,Saran Sir approval received on Deemed 26th June'24,259
A262,https://lookup.housing.com/opportunity/3648840,,Pote Sons Builders And Developers,Pote Sons Builders And Developers Q4-3mins,Mumbai,1540657,WT Q4,1,Umez Munaf Mulla,Anil,,Walkthrough,Final Delivery,5-Jul-2024,Parth Kaushik,3,720:30:00,727:07:00,-6:37:00,,,,,,,262
A345,https://lookup.housing.com/opportunity/3698188,HNH'24,Bhuvana Promoters,Bhuvana Promoters,Coimbatore,1569561,,1,Vinothkumar Thiyagarajan,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,24-Jun-2024,Outsource ,,0:00:00,0:00:00,0:00:00,,,,,,,345
A352,https://lookup.housing.com/opportunity/3774003,HNH'24,viraj heights,viraj heights,Thane,1575269,,1,Jitendra Bhausaheb Holey,Anil,,Virtual_Apartment_Digitour,Final Delivery,1-Jul-2024,Parth Kaushik,3,13:00:00,12:45:00,0:15:00,,,,,,Product swipe ,352
A358,https://lookup.housing.com/opportunity/3934815,,MEHER INFRASTRUCTURE,MEHER INFRASTRUCTURE,Nagpur,1627652,,1,Himanshi Lalbahadur Pal,Anil,,Virtual_Apartment_Digitour,Final Delivery,1-Jul-2024,Vivek Kumar,3,12:00:00,12:15:00,-0:15:00,,,,,,,358
A360,https://lookup.housing.com/opportunity/4119725,,Real Estate Group,Real Estate Group - Manthan Group,Ahmedabad,1658851,Highly Custom,1,Parthgiri Jayeshgiri Goswami,Anil,45,Virtual_Full_Project_Digitour,Final Delivery,10-Jul-2024,Vivek Kumar,2,314:10:00,313:55:00,0:15:00,,,"The back side tour is not created, and all lobby not created",,,,360
A376,https://lookup.housing.com/opportunity/4088300,,JBMR Group,JBMR Group,Gurgaon,1658605,,1,Harshit Singh Kushwaha,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,10-Jul-2024,Ankur Sharma,3,13:00:00,12:00:00,1:00:00,,,,,,,376
A378,https://lookup.housing.com/opportunity/3813691,HNH'24,Shree HariKrushna Developers,Shree HariKrushna Developers,Nashik,1585714,,1,Shaikh Saddam Rafique,Anil,,Virtual_Apartment_Digitour,Final Delivery,24-Jun-2024,Parth Kaushik,3,10:00:00,7:00:00,3:00:00,,,,,,,378
A389,https://lookup.housing.com/opportunity/4323271,,Inspira Builders,Inspira Builders,Bangalore,1703243,,4,Deepak Kumar Panigrahy,Jagadish,,RenderViews_StillImages,Final Delivery,3-Jul-2024,Ankur Sharma,3,11:00:00,13:40:00,-2:40:00,,,,,,,389
A390,https://lookup.housing.com/opportunity/4323271,,Inspira Builders,Inspira Builders,Bangalore,1703242,,5,Deepak Kumar Panigrahy,Jagadish,,RenderViews_StillImages,Final Delivery,3-Jul-2024,Ankur Sharma,3,5:00:00,5:00:00,0:00:00,,,,,,,390
A391,https://lookup.housing.com/opportunity/4323271,,Inspira Builders,Inspira Builders,Bangalore,1703237,,1,Deepak Kumar Panigrahy,Jagadish,,RenderViews_StillImages,Final Delivery,3-Jul-2024,Ankur Sharma,3,4:30:00,4:50:00,-0:20:00,,,,,,,391
A397,https://lookup.housing.com/opportunity/4325141,,Karmik Smart Spaces,Karmik Smart Spaces,Ahmedabad,1703686,,1,Himanshu Kothari,Anil,,Real_Apartment_Digitour,Final Delivery,8-Jul-2024,Outsource ,3,1:00:00,0:00:00,1:00:00,,,,,,,397
A106,https://lookup.housing.com/opportunity/2966825,,Mahima Group,Mahima Group,Jaipur,1334669,Dependent Product,1,Mohd Wasim Aktar Shekh,Jagadish,,RenderViews_StillImages,Deemed Consumed,27-Jun-2024,Vivek Kumar,,14:00:00,14:05:00,-0:05:00,,,,,,,106
A108,https://lookup.housing.com/opportunity/2966825,,Mahima Group,Mahima Group,Jaipur,1334659,Dependent Product,2,Mohd Wasim Aktar Shekh,Jagadish,,RenderViews_StillImages,Deemed Consumed,27-Jun-2024,Vivek Kumar,,24:00:00,24:00:00,0:00:00,,,,,,,108
A206,https://lookup.housing.com/opportunity/3416291,,Valentine Properties Pvt Ltd,Valentine Properties Pvt Ltd - Lalani Group - Aerial,Mumbai,1472330,Dependent Product,2,Shardul Deepak Sawant,Anil,,RenderViews_StillImages,Final Delivery,8-Nov-2024,Ankur Sharma,,18:00:00,17:40:00,0:20:00,,,,,,,206
A207,https://lookup.housing.com/opportunity/3416291,,Valentine Properties Pvt Ltd,Valentine Properties Pvt Ltd - Lalani Group - Exterior,Mumbai,1472301,Dependent Product,6,Shardul Deepak Sawant,Anil,,RenderViews_StillImages,Final Delivery,8-Nov-2024,Parth Kaushik,,32:00:00,30:45:00,1:15:00,,,,,,,207
A212,https://lookup.housing.com/opportunity/3416291,,Valentine Properties Pvt Ltd,Valentine Properties Pvt Ltd - Lalani Group - Interior,Mumbai,1472291,Dependent Product,7,Shardul Deepak Sawant,Anil,,RenderViews_StillImages,Final Delivery,8-Nov-2024,Ankur Sharma,,0:00:00,0:00:00,0:00:00,,,,,,,212
A273,https://lookup.housing.com/opportunity/3662942,,Rajdeep and Company,Kasauli Paraso ,Gurgaon,1547949,,1,Vikar Wani,Jagadish,,Virtual_Full_Project_Digitour,Deemed Consumed,10-Jul-2024,Vivek Kumar,,150:00:00,151:40:00,-1:40:00,,,,,,,273
A274,https://lookup.housing.com/opportunity/3662942,,Rajdeep and Company,MH ,Gurgaon,1547949,,1,Vikar Wani,Jagadish,,Virtual_Full_Project_Digitour,Deemed Consumed,10-Jul-2024,Vivek Kumar,,166:00:00,165:20:00,0:40:00,,,,,,,274
A304,https://lookup.housing.com/opportunity/2877890,,Mana Projects Pvt. Ltd.,MANA Jardin (Verdant Changes),Bangalore,1298893,Dependent Product,3,Deepak Kumar Panigrahy / Ankit Vaid,Jagadish,,Virtual_Villa_Digitour,Deemed Consumed,2-Jul-2024,,,0:00:00,0:00:00,0:00:00,,,,,,,304
A307,https://lookup.housing.com/opportunity/3662942,,Rajdeep and Company,Rajdeep and Company,Gurgaon,1547530,Dependent Product,3,Vikar Wani,Jagadish,,Real_Construction_Digitour,Deemed Consumed,10-Jul-2024,Outsource ,,0:00:00,0:00:00,0:00:00,,,,,,,307
A327,https://lookup.housing.com/opportunity/3863461,,Bandi infra projects,Bandi infra projects,Bangalore,1611635,,1,Ajay R,Anil,,Digiplot,Deemed Consumed,1-Jul-2024,,,0:00:00,0:00:00,0:00:00,,,,,,,327
A393,https://lookup.housing.com/opportunity/2966825,,Mahima Group,Mahima Group,Jaipur,1334655,Dependent Product,6,Mohd Wasim Aktar Shekh,Jagadish,,RenderViews_StillImages,Deemed Consumed,27-Jun-2024,,,0:00:00,0:00:00,0:00:00,,,,,,,393
A398,https://lookup.housing.com/opportunity/4430714,,Midas,Midas,Vadodara,1724937,,1,HItesh / Pratik Subhash Shitole,Anil,,Real_Apartment_Digitour,Final Delivery,15-Jul-2024,Outsource ,3,0:00:00,0:00:00,0:00:00,,,,,,,398
A75,https://lookup.housing.com/opportunity/2695648,,Pks Buildmart,Pks Buildmart,Noida,1230924,Dependent Product,1,Neeraj Malhotra,Jagadish,,Walkthrough,Deemed Consumed,9-Jul-2024,Parth Kaushik,,0:00:00,0:00:00,0:00:00,,,,,,,75
A77,https://lookup.housing.com/opportunity/2670088,,Cross Device Digital Communication,Mana Dale,Bangalore,1218538,Dependent Product,1,Ankit Vaid,Jagadish,,Walkthrough,Final Delivery,16-Jul-2024,Parth Kaushik,4,1042:00:00,1011:05:00,30:55:00,,,,,,,77
A96,https://lookup.housing.com/opportunity/2967656,,M Jhaveri Group,M Jhaveri Group - silver springs ,Indore,1334111,Dependent Product,1,Govind Gupta,Anil,,Virtual_Full_Project_Digitour,Final Delivery,14-Aug-2024,Parth Kaushik,2,92:30:00,88:25:00,4:05:00,,,Feedback not implemented in exterior on 6th Feb. Green wall not removed.,,,,96
A97,https://lookup.housing.com/opportunity/2967656,,M Jhaveri Group,M Jhaveri Group - silver springs ,Indore,1334129,Dependent Product,2,Govind Gupta,Anil,,Virtual_Villa_Digitour,Final Delivery,14-Aug-2024,Ankur Sharma,2,137:30:00,144:00:00,-6:30:00,,,,,,,97
A98,https://lookup.housing.com/opportunity/2967656,,M Jhaveri Group,M Jhaveri Group - silver springs ,Indore,1334122,Dependent Product,2,Govind Gupta,Anil,,Virtual_Apartment_Digitour,Final Delivery,14-Aug-2024,Ankur Sharma,2,82:00:00,88:30:00,-6:30:00,,,Feedback not implemented in all interior on 6th Feb. 3bhk ignored,,,,98
A193,https://lookup.housing.com/opportunity/3351265,,SBR Buildtech,Florenso,Bangalore,1462266,WT Q2,1,Ankit Vaid,Jagadish,,Walkthrough,Final Delivery,22-Jul-2024,Ankur Sharma,3,633:45:00,659:00:00,-25:15:00,,,,,"Approval recived RBH & Sonika
Approval recived from RBH on the changes ",,193
A258,https://lookup.housing.com/opportunity/3688439,HNH'24,Agrawal Builders And Colonizers Co,Agrawal Builders And Colonizers Co,Bhopal,1550992,,1,Kamlesh Kumar Malviya,Anil,,Virtual_Apartment_Digitour,Final Delivery,1-Aug-2024,Parth Kaushik,2,17:00:00,17:10:00,-0:10:00,,,QC not done in the 1st cut 2k Digitour link. major mistakes is there.,,Saran Sir approval received on Deemed 26th June'24,,258
A261,https://lookup.housing.com/opportunity/3674679,,Shreeji Group,Shreeji Group - Eternity,Mumbai,1547516,,1,Shantanu Pai,Anil,,Virtual_Full_Project_Digitour,Final Delivery,29-Jul-2024,Parth Kaushik,3,281:00:00,283:40:00,-2:40:00,,,,,,,261
A295,https://lookup.housing.com/opportunity/3777827,HNH'24,Sri Jagannath Promoters & Builders Pvt Ltd,Sri Jagannath Promoters & Builders Pvt Ltd,Bhubaneswar,1576252,,4,Aman Banchhor,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,26-Jul-2024,Outsource ,,69:00:00,70:15:00,-1:15:00,,,,,,,295
A340,https://lookup.housing.com/opportunity/3967201,,Unique Infra Space,Unique Infra Space - Kiara Signature,Ahmedabad,1637249,,1,Himanshu Kothari,Anil,,Virtual_Apartment_Digitour,Final Delivery,19-Jul-2024,Ankur Sharma,3,17:00:00,17:20:00,-0:20:00,,,,,,,340
A367,https://lookup.housing.com/opportunity/4170557,,Lalani Group,Lalani Group,Mumbai,1675090,Dependent Product,1,Manish Ramesh Almal,Anil,,Rework,Final Delivery,17-Jul-2024,Vivek Kumar,3,90:30:00,93:47:00,-3:17:00,,,,,,,367
A372,https://lookup.housing.com/opportunity/3774569,HNH'24,Lakshmi infratech India pvt ltd,Lakshmi infratech India pvt ltd,Vijayawada,1576366,,1,Sayead Manishvally,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,16-Jul-2024,Ankur Sharma,3,44:00:00,41:10:00,2:50:00,,,,,"Approval recived from RBH - for 90days crossed
Approval recived from RBH - For custom design ",,372
A375,https://lookup.housing.com/opportunity/4088992,,Tanvi,ACE by Tanvi constructions,Pune,1658982,Highly Custom,1,Harshil Sunil Doshi,Anil,45,Virtual_Full_Project_Digitour,Final Delivery,13-Aug-2024,Vivek Kumar,3,138:15:00,138:45:00,-0:30:00,,,,,,,375
A377,https://lookup.housing.com/opportunity/3897048,,RAGHVANI DEVELOPERS LLP,RAGHVANI DEVELOPERS LLP - Jineshwar Heights,Ahmedabad,1612696,,1,Sheth Sagar Rajendrabhai,Anil,,Real_Apartment_Digitour,Final Delivery,8-Jul-2024,Outsource ,3,1:00:00,0:55:00,0:05:00,,,,,,,377
A380,https://lookup.housing.com/opportunity/4236550,,Vijay Vinayak Deshmukh,Vijay Vinayak Deshmukh,Goa,1687906,,1,Srikant Singh,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,26-Jul-2024,Vivek Kumar,3,37:00:00,38:13:00,-1:13:00,,,,,,,380
A386,https://lookup.housing.com/opportunity/4291449,,VTP Corpartion LLP,VTP Corpartion LLP,Pune,1697473,Highly Custom,1,Nikita Chetan Mehta,Anil,30,Virtual_Apartment_Digitour,Final Delivery,24-Aug-2024,Ankur Sharma,3,36:00:00,60:37:00,-24:37:00,,,,,,,386
A387,https://lookup.housing.com/opportunity/4239074,,Shuvam Construction Pvt Ltd,Shuvam Construction Pvt Ltd,Bhubaneswar,1687797,,3,Aman Banchhor,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,19-Jul-2024,Vivek Kumar,3,41:30:00,41:55:00,-0:25:00,,,,,,,387
A404,https://lookup.housing.com/opportunity/4492820,MHU'24,Urbanyx Infra Private Limited,Urbanyx Infra Private Limited,Bhubaneswar,1736812,,1,Madhushree Mukherjee,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,23-Aug-2024,Parth Kaushik,3,55:00:00,58:00:00,-3:00:00,,,,,,,404
A405,https://lookup.housing.com/opportunity/3916132,,Harsiddh Developers,Harsiddh Developers - Mount Milano,Gandhinagar,1618885,,1,Sheth Sagar Rajendrabhai,Anil,,Real_Apartment_Digitour,Final Delivery,23-Jul-2024,Outsource ,3,0:30:00,0:00:00,0:30:00,,,,,,,405
A406,https://lookup.housing.com/opportunity/4491580,,Sachin,Sachin - Majestic heights,Ahmedabad,1736556,,1,Manindra Kumar,Anil,,Real_Apartment_Digitour,Final Delivery,12-Aug-2024,Outsource ,3,0:00:00,0:00:00,0:00:00,,,,,,,406
A14,https://lookup.housing.com/opportunity/2880910,,Next Space Realty LLP,Next Space Realty LLP,Mumbai,,Dependent Product,1,Anjani Sankatmochan Shukla,Anil,45,Virtual_Full_Project_Digitour,Final Delivery,19-Nov-2024,Vivek Kumar,3,196:30:00,192:00:00,4:30:00,,,,,,,14
A54,https://lookup.housing.com/opportunity/2877135,,Aniruddha Group,Aniruddha Group -Kt Infra,Mumbai,,Dependent Product,1,Rohan Yeshwant Nimbalkar,Anil,,Virtual_Apartment_Digitour,Final Delivery,1-Oct-2024,Ankur Sharma,3,0:40:00,0:40:00,0:00:00,,,,,,,54
A62,https://lookup.housing.com/opportunity/2880910,,Next Space Realty LLP,Next Space Realty LLP,Mumbai,,Dependent Product,1,Anjani Sankatmochan Shukla,Anil,,Virtual_Apartment_Digitour,Final Delivery,19-Nov-2024,Parth Kaushik,3,108:00:00,114:05:00,-6:05:00,,,,,,,62
A78,https://lookup.housing.com/opportunity/2423147,,IITL Nimbus Group,IITL Nimbus Group,Noida,1298251,,1,Sachin Sharma,Jagadish,,Walkthrough,Final Delivery,26-Sep-2024,Parth Kaushik,3,1138:10:00,1141:47:00,-3:37:00,,,,,"*BH approval recived  for rework
*Collected rework amount
*Abhiudaya approval ",,78
A152,https://lookup.housing.com/opportunity/3231080,,IITL Nimbus Group,IITL Nimbus Group,Noida,1419994,Dependent Product,1,Sachin Sharma,Jagadish,,RenderViews_StillImages,Final Delivery,5-Sep-2024,Parth Kaushik,3,0:00:00,0:00:00,0:00:00,,,,,,,152
A153,https://lookup.housing.com/opportunity/3231080,,IITL Nimbus Group,IITL Nimbus Group,Noida,1419987,Dependent Product,8,Sachin Sharma,Jagadish,,RenderViews_StillImages,Final Delivery,5-Sep-2024,Parth Kaushik,3,13:30:00,8:35:00,4:55:00,,,,,,,153
A154,https://lookup.housing.com/opportunity/3231080,,IITL Nimbus Group,IITL Nimbus Group,Noida,1419973,Dependent Product,3,Sachin Sharma,Jagadish,,RenderViews_StillImages,Final Delivery,12-Sep-2024,Parth Kaushik,1,0:00:00,0:00:00,0:00:00,,,,,,,154
A237,https://lookup.housing.com/opportunity/3273601,,KRasa International Pvt. Ltd.,KRasa International Pvt. Ltd.,Noida,1435475,Dependent Product,1,Tarang Saxena,Jagadish,,RenderViews_StillImages,Final Delivery,9-Sep-2024,Vivek Kumar,4,62:00:00,37:26:00,24:34:00,,,,,,,237
A238,https://lookup.housing.com/opportunity/3612174,,SJ Developers,Royal Presidency,Bhubaneswar,1531372,Dependent Product,1,Debashis Das,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,21-Oct-2024,Parth Kaushik,3,31:00:00,37:32:59,-6:32:59,,,,,Rework PAYMENT Received ,,238
A239,https://lookup.housing.com/opportunity/3612174,,SJ Developers,Royal Presidency,Bhubaneswar,1531370,,1,Debashis Das,Jagadish,,Virtual_Full_Project_Digitour,Final Delivery,21-Oct-2024,Parth Kaushik,3,214:00:00,225:17:00,-11:17:00,,,,,Rework PAYMENT Received ,,239
A252,https://lookup.housing.com/opportunity/3819710,,Infinity Associates,Infinity Associates,Mumbai,1545740,,1,Manish Ramesh Almal,Anil,,Virtual_Full_Project_Digitour,Final Delivery,4-Dec-2024,Ankur Sharma,3,165:00:00,161:05:00,3:55:00,,,,,,,252
A328,https://lookup.housing.com/opportunity/3930203,,SSVR Builders,SSVR Builders Q2 3mins,Bangalore,1627233,WT Q2,1,Deepak Kumar Panigrahy ,Jagadish,,Walkthrough,Final Delivery,23-Sep-2024,Parth Kaushik,4,643:30:00,595:54:00,47:36:00,,,Good work got appriciation from client but still there is a scope of improvement in water animation and secondery animation ,,,,328
A329,https://lookup.housing.com/opportunity/3930203,,SSVR Builders,SSVR Builders - Aerial,Bangalore,1627240,Dependent Product,2,Deepak Kumar Panigrahy ,Jagadish,25,RenderViews_StillImages,Final Delivery,10-Dec-2024,Parth Kaushik,2,30:00:00,19:15:00,10:45:00,,,Re-rendered multiple views but needs to take more responsibility for the work.,,,,329
A330,https://lookup.housing.com/opportunity/3930203,,SSVR Builders,SSVR Builders - Exterior,Bangalore,1627237,Dependent Product,8,Deepak Kumar Panigrahy ,Jagadish,25,RenderViews_StillImages,Final Delivery,10-Dec-2024,Parth Kaushik,2,11:00:00,3:00:00,8:00:00,,,Re-rendered multiple views but needs to take more responsibility for the work.,,,,330
A331,https://lookup.housing.com/opportunity/3930203,,SSVR Builders,SSVR Builders - Interior,Bangalore,1627236,Dependent Product,5,Deepak Kumar Panigrahy ,Jagadish,25,RenderViews_StillImages,Final Delivery,10-Dec-2024,Parth Kaushik,2,8:00:00,0:00:00,8:00:00,,,Re-rendered multiple views but needs to take more responsibility for the work.,,,,331
A356,https://lookup.housing.com/opportunity/3381527,,AVA Lifespaces,AVA Lifespaces,Mumbai,1490664,Dependent Product,1,Niraj Virendra Singh,Anil,45,Virtual_Full_Project_Digitour,Final Delivery,26-Nov-2024,Parth Kaushik,2,706:20:00,716:35:00,-10:15:00,,,"1st Cut delivery missed, the project not developed fully. and the QC is also not done in the reworks.",,Approval recived from RBH for the rework,,356
A357,https://lookup.housing.com/opportunity/4079547,,SMB Properties LLP,SMB Properties LLP - Dashanzi Developers,Mumbai,1656477,,1,Umez Munaf Mulla,Anil,,Virtual_Full_Project_Digitour,Final Delivery,6-Nov-2024,Parth Kaushik,3,111:00:00,108:20:00,2:40:00,,,,,,,357
A364,https://lookup.housing.com/opportunity/2845624,,TVS Emerald Haven Realty,TVS Emerald Haven Realty,Chennai,1283922,,1,Gavin Dominic Rozario,Jagadish,,Real_Apartment_Digitour,Final Delivery,24-Oct-2024,Outsource ,,0:00:00,0:00:00,0:00:00,,,,,Approval recived from RBH to deliver the product (Deemed),,364
A388,https://lookup.housing.com/opportunity/4296956,,Nimbus Realty,Nimbus Realty,Noida,1700796,Dependent Product,1,Sachin Sharma,Jagadish,,Rework,Final Delivery,26-Sep-2024,Parth Kaushik,3,0:00:00,0:00:00,0:00:00,,,,,,,388
A392,https://lookup.housing.com/opportunity/3839335,,Modern Spaaces,Vista,Bangalore,1596955,,1,Deepak Kumar Panigrahy,Jagadish,,Slice_View,Final Delivery,11-Oct-2024,Outsource ,,0:00:00,0:00:00,0:00:00,,,,,,,392
A394,https://lookup.housing.com/opportunity/3912243,,Modern Spaaces,Serene Height,Bangalore,1619895,,1,Deepak Kumar Panigrahy,Jagadish,,Slice_View,Final Delivery,11-Oct-2024,Outsource ,,0:00:00,0:00:00,0:00:00,,,,,,,394
A396,https://lookup.housing.com/opportunity/4410490,,SJ Developers,SJ Developers,Bhubaneswar,1720916,Dependent Product,1,Debashis Das,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,21-Oct-2024,Parth Kaushik,1,0:00:00,0:00:00,0:00:00,,,"The proper download wasn't shared, and one Digitour was forgotten to be created.",,,,396
A407,https://lookup.housing.com/opportunity/3918205,-,YRD Design,YRD Design,Ahmedabad,1619627,Highly Custom,3,Soni Dwijesh Virendrakumar,Anil,,Virtual_Apartment_Digitour,Final Delivery,24-Oct-2024,Ankur Sharma,3,73:30:00,102:41:00,-29:11:00,,,,,,,407
A408,https://lookup.housing.com/opportunity/4525279,-,Stellavia,Stellavia,Ahmedabad,1742711,,1,Himanshu Himmatlal Parasharya,Anil,,Virtual_Full_Project_Digitour,Final Delivery,24-Sep-2024,Ankur Sharma,2,153:00:00,122:10:00,30:50:00,,,"1st cut the tower balcony plantations are missing, and the link is not fully developed.",,,,408
A409,https://lookup.housing.com/opportunity/4456555,-,Vardan Buildcon,Vardan Buildcon,Nagpur,1733600,,1,Himanshi Lalbahadur Pal,Anil,,Virtual_Apartment_Digitour,Final Delivery,22-Aug-2024,Ankur Sharma,2,12:00:00,23:00:00,-11:00:00,,,"1st cut QC not done, the balcony galaxies are missing.",,,,409
A410,https://lookup.housing.com/opportunity/4550230,MHU'24,Aishwaryam Group,Aishwaryam Group,Pune,1746550,Highly Custom,1,Nikita Chetan Mehta,Anil,,Virtual_Apartment_Digitour,Final Delivery,8-Oct-2024,Ankur Sharma,3,74:00:00,88:31:00,-14:31:00,,,,,,,410
A411,https://lookup.housing.com/opportunity/4513050,MHU'24,Pyramid Tajshree Llp,Pyramid Tajshree Llp,Nagpur,1745868,,1,Mukesh Gurudas Biswas,Anil,,Virtual_Apartment_Digitour,Final Delivery,28-Aug-2024,Ankur Sharma,3,10:00:00,10:30:00,-0:30:00,,,,,,,411
A412,https://lookup.housing.com/opportunity/4647812,-,Shyamashish Colonizers And Developers,Shyamashish Colonizers And Developers,Jaipur,1763475,,1,Mohd Wasim Aktar Shekh,Anil,,Digiplot,Final Delivery,7-Oct-2024,Anil Raghuwanshi,,4:00:00,4:00:00,0:00:00,,,,Payment Collection pending,,,412
A413,https://lookup.housing.com/opportunity/4571328,MHU'24,Doon Buildcon,Capital Royal Casa,Dehradun,1752954,Highly Custom,1,Shashank Tyagi,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,25-Sep-2024,Ankur Sharma,3,72:20:00,71:10:00,1:10:00,,,,,RBH approval for custome design ,,413
A414,https://lookup.housing.com/opportunity/4604321,-,Manisha Constructions,Manisha Constructions,Pune,1747569,,1,Lubaba Navid Momin,Anil,,Virtual_Apartment_Digitour,Final Delivery,13-Sep-2024,Ankur Sharma,3,21:00:00,37:30:00,-16:30:00,,,,,,,414
A415,https://lookup.housing.com/opportunity/4556736,-,Blueark Infraventures Pvt Ltd,Blueark Infraventures Pvt Ltd,Bhubaneswar,1747569,,1,Madhushree Mukherjee,Jagadish,,Virtual_Apartment_Digitour,Final Delivery,3-Oct-2024,Ankur Sharma,3,18:00:00,19:00:00,-1:00:00,,,,,,,415
A416,https://lookup.housing.com/opportunity/4296666,-,Saroj Kapoor,Saroj Kapoor,Bhopal,1702648,,1,Kamlesh Kumar Malviya,Anil,,Real_Apartment_Digitour,Final Delivery,29-Aug-2024,Outsource ,3,0:00:00,0:00:00,0:00:00,,,,,,,416
A417,https://lookup.housing.com/opportunity/3697743,HNH'24,Unique Chintamani Development LLP,Unique Chintamani Development LLP,Pune,1554492,,1,Nikita Chetan Mehta,Anil,,Real_Apartment_Digitour,Final Delivery,2-Sep-2024,Outsource ,3,0:00:00,0:00:00,0:00:00,,,,,,,417
A418,https://lookup.housing.com/opportunity/4602175,MHU'24,Unity Developers,Unity Developers,Nashik,1755171,,1,Amol Madhukar Rakibe,Anil,,Virtual_Apartment_Digitour,Final Delivery,10-Sep-2024,Outsource ,,0:00:00,0:00:00,0:00:00,,,,,,,418
A419,https://lookup.housing.com/opportunity/4649949,-,Purnaya Developers Private Limited,Purnaya Developers,Coimbatore,1768094,,1,Vinothkumar Thiyagarajan,Jagadish,,Real_Apartment_Digitour,Final Delivery,27-Aug-2024,Outsource ,3,1:00:00,0:00:00,1:00:00,,,,,,,419
A420,https://lookup.housing.com/opportunity/4604625,MHU'24,Jinraj real estate,Jinraj real estate,Nagpur,1755896,,1,Himanshi Lalbahadur Pal,Anil,,Virtual_Apartment_Digitour,Final Delivery,30-Oct-2024,Ankur Sharma,2,38:00:00,43:35:00,-5:35:00,,,"1st rework not implemented properly, the QC is not done.",,,,420
A424,https://lookup.housing.com/opportunity/4764325,MHU'24,Leela Residency,Leela Residency,Mohali,1775172,,1,Khagesh Mahajan,Jagadish,,Short_Video,Final Delivery,12-Sep-2024,Shubham,3,4:00:00,3:30:00,0:30:00,,,,,,,424
